otu_id,Kingdom,Phylum,Class,Order,Family,Genus,Species
FOtu0234,Fungi,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified
FOtu0236,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_unclassified,Capnodiales_unclassified,Capnodiales_unclassified
FOtu0238,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified
FOtu0240,Fungi,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified
FOtu0242,Fungi,Chytridiomycota,Monoblepharidomycetes,Monoblepharidales,Monoblepharidales_incertae_sedis,Hyaloraphidium,Hyaloraphidium
FOtu0247,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_Incertae_sedis,Candida,Candida
FOtu0248,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium
FOtu0252,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Lapidomyces,Lapidomyces
FOtu0256,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified
FOtu0258,Fungi,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified
FOtu0262,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,Umbilicaria
FOtu0264,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium
FOtu0266,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria
FOtu0268,Fungi,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified
FOtu0269,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Myriangiales_fam_Incertae_sedis,Endosporium,Endosporium
FOtu0270,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideales_unclassified,Dothideales_unclassified,Dothideales_unclassified
FOtu0273,Fungi,Basidiomycota,Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes
FOtu0274,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified
FOtu0276,Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetes_unclassified,Eurotiomycetes_unclassified,Eurotiomycetes_unclassified,Eurotiomycetes_unclassified
FOtu0277,Fungi,Basidiomycota,Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes
FOtu0284,Fungi,Basidiomycota,Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes
FOtu0285,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Elasticomyces,Elasticomyces
FOtu0286,Fungi,Basidiomycota,Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes
FOtu0287,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Comoclathris
FOtu0288,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudephebe,Pseudephebe
FOtu0301,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria
FOtu0306,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unclassified,Pleosporales_unclassified,Pleosporales_unclassified
FOtu0307,Fungi,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Aureobasidium
FOtu0308,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleomassariaceae,unclassified_Pleomassariaceae,unclassified_Pleomassariaceae
FOtu0312,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeriaceae_unclassified,Leptosphaeriaceae_unclassified
FOtu0313,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia,Sporormia
FOtu0315,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon
FOtu0316,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unclassified_Capnodiales,unclassified_Capnodiales,unclassified_Capnodiales
FOtu0318,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae_unclassified,Phaeosphaeriaceae_unclassified
FOtu0328,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,Cryptococcus
FOtu0332,Fungi,Basidiomycota,Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes
FOtu0333,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Sistotrema,Sistotrema
FOtu0334,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unclassified,Pleosporales_unclassified,Pleosporales_unclassified
FOtu0335,Fungi,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified
FOtu0340,Fungi,Basidiomycota,Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes
FOtu0342,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,Venturia
FOtu0343,Fungi,Ascomycota,Dothideomycetes,Dothideales,unclassified_Dothideales,unclassified_Dothideales,unclassified_Dothideales
FOtu0349,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia
FOtu0364,Fungi,Basidiomycota,Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes
FOtu0372,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified,Microbotryomycetes_unclassified
FOtu0373,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeriaceae_unclassified,Teratosphaeriaceae_unclassified
FOtu0376,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,unclassified_Phaeosphaeriaceae,unclassified_Phaeosphaeriaceae
FOtu0381,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Friedmanniomyces,Friedmanniomyces
FOtu0400,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces
FOtu0405,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium
FOtu0434,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,unclassified_Mycosphaerellaceae,unclassified_Mycosphaerellaceae
FOtu0444,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Dothideaceae_unclassified,Dothideaceae_unclassified
FOtu0450,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unclassified,Pleosporales_unclassified,Pleosporales_unclassified
FOtu0459,Fungi,Basidiomycota,Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes,unclassified_Microbotryomycetes
