"","taxon_id","60001","60002","60003","60004","60005","60006","60007","60008","60009","60028","60029","60030"
"1","ab",0.414506241917835,0.275249540063413,0.282409684940004,0.226797063825978,0.310741020632227,0.373488709715187,0.293663767246551,0.295882513600697,0.341709006928406,0.210196600942404,0.234686859248877,0.283926075477559
"2","ac",0.120203546205113,0.30955493795749,0.24040168545334,0.313817026228628,0.27925798126417,0.233595329342252,0.322570485902819,0.242151456769345,0.229384141647421,0.400653049087332,0.350810428508396,0.393463936281144
"3","ad",0.465290211877052,0.415195521979097,0.477188629606656,0.459385909945394,0.410000998103603,0.392915960942561,0.38376574685063,0.461966029629958,0.428906851424172,0.389150349970264,0.414502712242726,0.322609988241297
"4","ae",8.08216452800159e-05,0,0,8.95175006713813e-06,7.12931145110005e-05,4.68314613757522e-05,0.00025119976004799,0.00075661949789992,0.000685142417244034,0,0,0
"5","af",0.309988311946683,0.133346381179786,0.170477473816297,0.179701906722764,0.249152324868464,0.273979659535276,0.213212357528494,0.192137062544751,0.231986143187067,0.0731849581408116,0.174365413065483,0.215370620992612
"6","ag",0.104303441758679,0.141010686186245,0.101515767259142,0.0464953898487154,0.0590050332938845,0.0969567355349324,0.0793641271745651,0.102106723948299,0.108483448806774,0.134544123701908,0.0600651457343819,0.0673174627825971
"7","ah",0.000133666567193872,0.000892472697381297,0.0104164438645648,0.000590815504431116,0.00251236935536766,0.00250548318360274,0.000836082783443311,0.000882107609746735,0.000554272517321016,0.00246751909968434,0.000256300449012432,0.00123799170234952
"8","ai",0.120203546205113,0.30955493795749,0.24040168545334,0.313817026228628,0.27925798126417,0.233595329342252,0.322570485902819,0.242151456769345,0.229384141647421,0.400653049087332,0.350810428508396,0.393463936281144
"9","aj",0.296926290659505,0.254092457039966,0.276627524793418,0.308772715065795,0.320844680820726,0.234680258197457,0.219616076784643,0.27495921636365,0.25108545034642,0.243915549659179,0.259084066547276,0.142120559980476
"10","ak",0.117934323087636,0.100238775590089,0.111957164959111,0.103231581774237,0.0532388461922348,0.095629844129286,0.115105728854229,0.128964870710337,0.126189376443418,0.0857141223294753,0.111892989696073,0.0962261220686442
