,F-Otu0001,A-Otu0001,B-Otu0001,B-Otu0002,A-Otu0002,F-Otu0002,B-Otu0004,B-Otu0003,F-Otu0003,F-Otu0005,B-Otu0006,A-Otu0004,B-Otu0005,F-Otu0011,B-Otu0010,F-Otu0008,F-Otu0013,B-Otu0008,F-Otu0015,F-Otu0009,B-Otu0007,B-Otu0017,B-Otu0018,A-Otu0006,F-Otu0016,F-Otu0021,B-Otu0011,B-Otu0022,F-Otu0022,B-Otu0012,F-Otu0020,F-Otu0024,F-Otu0025,A-Otu0009,F-Otu0026,B-Otu0020,B-Otu0024,F-Otu0027,B-Otu0016,B-Otu0009,F-Otu0028,B-Otu0014,B-Otu0025,B-Otu0015,F-Otu0029,B-Otu0027,B-Otu0023,F-Otu0031,A-Otu0005,F-Otu0017,F-Otu0036,F-Otu0012,F-Otu0039,B-Otu0030,A-Otu0015,F-Otu0046,F-Otu0047,F-Otu0048,B-Otu0033,F-Otu0050,F-Otu0053,F-Otu0038,F-Otu0055,B-Otu0036,F-Otu0007,A-Otu0022,A-Otu0020,B-Otu0039,B-Otu0026,B-Otu0041,B-Otu0028,B-Otu0031,B-Otu0043,F-Otu0018,B-Otu0032,F-Otu0068,B-Otu0037,B-Otu0047,F-Otu0066,F-Otu0081,F-Otu0082,A-Otu0030,F-Otu0078,A-Otu0032,A-Otu0033,A-Otu0034,F-Otu0094,F-Otu0096,F-Otu0072,B-Otu0055,A-Otu0028,A-Otu0037,A-Otu0038,F-Otu0105,B-Otu0053,F-Otu0107,F-Otu0093,F-Otu0108,F-Otu0109,F-Otu0079,F-Otu0113,F-Otu0112,F-Otu0052,F-Otu0049,F-Otu0119,F-Otu0122,B-Otu0038,F-Otu0127,A-Otu0042,A-Otu0046,A-Otu0044,B-Otu0019,A-Otu0048,F-Otu0135,F-Otu0136,F-Otu0006,B-Otu0059,F-Otu0140,F-Otu0144,F-Otu0121,F-Otu0141,F-Otu0145,F-Otu0151,A-Otu0052,F-Otu0159,F-Otu0160,F-Otu0158,F-Otu0045,F-Otu0106,A-Otu0055,F-Otu0154,B-Otu0076,B-Otu0060,F-Otu0165,B-Otu0071,F-Otu0174,A-Otu0061,A-Otu0062,F-Otu0116,F-Otu0030,B-Otu0052,B-Otu0066,F-Otu0179,F-Otu0182,B-Otu0089,F-Otu0185,B-Otu0094,F-Otu0186,F-Otu0193,F-Otu0194,A-Otu0067,F-Otu0198,A-Otu0068,F-Otu0177,F-Otu0133,B-Otu0108,F-Otu0156,A-Otu0071,F-Otu0033,F-Otu0178,F-Otu0202,F-Otu0222,F-Otu0226,F-Otu0057,F-Otu0138,A-Otu0074,F-Otu0184,F-Otu0037,B-Otu0081,F-Otu0132,F-Otu0243,A-Otu0079,A-Otu0080,B-Otu0107,F-Otu0245,B-Otu0116,F-Otu0249,F-Otu0237,A-Otu0081,F-Otu0257,F-Otu0084,B-Otu0086,F-Otu0199,F-Otu0265,F-Otu0253,A-Otu0084,F-Otu0209,F-Otu0065,B-Otu0048,A-Otu0085,F-Otu0235,F-Otu0069,F-Otu0180,B-Otu0040,F-Otu0281,B-Otu0062,B-Otu0155,B-Otu0099,F-Otu0289,F-Otu0280,F-Otu0118,B-Otu0013,F-Otu0296,F-Otu0056,F-Otu0298,F-Otu0317,F-Otu0225,F-Otu0324,F-Otu0183,F-Otu0074,F-Otu0062,B-Otu0106,B-Otu0127,F-Otu0337,F-Otu0032,B-Otu0064,F-Otu0223,F-Otu0359,F-Otu0248,F-Otu0362,F-Otu0236,A-Otu0106,F-Otu0191,F-Otu0331,A-Otu0065,F-Otu0213,A-Otu0087,F-Otu0358,F-Otu0070,F-Otu0363,F-Otu0380,B-Otu0218,A-Otu0104,A-Otu0110,F-Otu0134,F-Otu0350,F-Otu0390,F-Otu0387,B-Otu0095,F-Otu0102,F-Otu0418,F-Otu0368,F-Otu0415,B-Otu0138,F-Otu0356,A-Otu0117,F-Otu0377,F-Otu0288,A-Otu0100,B-Otu0212,F-Otu0322,F-Otu0367,F-Otu0422,F-Otu0455,A-Otu0126,A-Otu0122,A-Otu0127,F-Otu0452,B-Otu0157,B-Otu0234,B-Otu0223,F-Otu0420,F-Otu0091,F-Otu0301,F-Otu0058,B-Otu0210,A-Otu0136,F-Otu0490,B-Otu0049,B-Otu0144,F-Otu0414,F-Otu0476,F-Otu0496,B-Otu0173,B-Otu0226,F-Otu0480,F-Otu0497,F-Otu0323,B-Otu0281,A-Otu0142,F-Otu0059,F-Otu0188,B-Otu0229,F-Otu0470,F-Otu0518,B-Otu0276,F-Otu0520,F-Otu0527,F-Otu0412,F-Otu0530,F-Otu0284,F-Otu0315,A-Otu0086,B-Otu0165,F-Otu0540,F-Otu0207,F-Otu0273,B-Otu0096,F-Otu0499,F-Otu0534,B-Otu0311,F-Otu0550,F-Otu0525,F-Otu0129,F-Otu0517,B-Otu0319,A-Otu0059,B-Otu0158,F-Otu0544,F-Otu0564,F-Otu0067,F-Otu0578,B-Otu0088,F-Otu0252,B-Otu0225,B-Otu0257,F-Otu0585,F-Otu0594,B-Otu0171,B-Otu0313,F-Otu0581,B-Otu0335,F-Otu0597,B-Otu0105,F-Otu0592,F-Otu0603,F-Otu0602,F-Otu0554,B-Otu0338,F-Otu0607,F-Otu0608,B-Otu0046,F-Otu0077,F-Otu0417,F-Otu0616,B-Otu0255,B-Otu0323,F-Otu0612,F-Otu0619,F-Otu0621,B-Otu0109,F-Otu0240,F-Otu0624,F-Otu0622,B-Otu0203,B-Otu0068,B-Otu0085,B-Otu0329,B-Otu0331,F-Otu0605,B-Otu0373,A-Otu0171,A-Otu0103,B-Otu0309,F-Otu0318,B-Otu0247,F-Otu0577,A-Otu0177,B-Otu0120,F-Otu0588,F-Otu0502,F-Otu0685,F-Otu0088,B-Otu0237,F-Otu0699,B-Otu0154,F-Otu0701,B-Otu0397,F-Otu0713,B-Otu0044,F-Otu0168,F-Otu0171,B-Otu0208,B-Otu0379,F-Otu0640,F-Otu0708,F-Otu0731,B-Otu0045,B-Otu0192,B-Otu0398,A-Otu0191,F-Otu0737,F-Otu0735,F-Otu0561,F-Otu0743,B-Otu0428,F-Otu0755,F-Otu0163,F-Otu0596,F-Otu0690,B-Otu0411,F-Otu0727,F-Otu0764,F-Otu0149,F-Otu0724,F-Otu0768,B-Otu0449,F-Otu0780,F-Otu0788,F-Otu0784,F-Otu0787,F-Otu0117,B-Otu0146,B-Otu0434,F-Otu0754,F-Otu0169,A-Otu0121,F-Otu0580,F-Otu0711,F-Otu0800,B-Otu0476,F-Otu0103,F-Otu0175,F-Otu0576,B-Otu0366,F-Otu0758,F-Otu0783,F-Otu0820,F-Otu0061,F-Otu0224,F-Otu0316,F-Otu0834,F-Otu0835,F-Otu0274,F-Otu0457,B-Otu0364,F-Otu0804,A-Otu0214,F-Otu0842,F-Otu0837,F-Otu0403,F-Otu0410,B-Otu0266,B-Otu0460,F-Otu0790,F-Otu0812,B-Otu0487,B-Otu0506,B-Otu0378,F-Otu0703,F-Otu0793,B-Otu0494,F-Otu0850,B-Otu0110,A-Otu0089,F-Otu0340,B-Otu0478,F-Otu0816,F-Otu0873,F-Otu0877,F-Otu0164,F-Otu0446,B-Otu0314,F-Otu0871,F-Otu0878,F-Otu0902,F-Otu0883,F-Otu0885,F-Otu0880,F-Otu0888,F-Otu0900,F-Otu0131,B-Otu0307,B-Otu0372,B-Otu0415,B-Otu0444,B-Otu0563,F-Otu0910,F-Otu0266,F-Otu0342,F-Otu0364,B-Otu0231,F-Otu0539,B-Otu0315,B-Otu0507,F-Otu0903,B-Otu0573,F-Otu0923,F-Otu0054,F-Otu0264,B-Otu0164,B-Otu0179,B-Otu0383,F-Otu0884,F-Otu0924,F-Otu0950,F-Otu0937,A-Otu0049,F-Otu0256,A-Otu0091,B-Otu0211,F-Otu0453,B-Otu0306,B-Otu0442,F-Otu0739,F-Otu0944,F-Otu0971,F-Otu0958,F-Otu0962,F-Otu0965,F-Otu0841,B-Otu0534,F-Otu0978,F-Otu0996,F-Otu0997,F-Otu0277,B-Otu0156,B-Otu0180,B-Otu0264,F-Otu0660,F-Otu0977,B-Otu0625,A-Otu0250,F-Otu1012,F-Otu0114,F-Otu0187,F-Otu0200,F-Otu0376,B-Otu0296,F-Otu0609,B-Otu0454,B-Otu0553,F-Otu0968,F-Otu1009,B-Otu0637,F-Otu1032,F-Otu1029,F-Otu1033,F-Otu1036,F-Otu0097,F-Otu0176,B-Otu0391,B-Otu0470,B-Otu0479,F-Otu1014,F-Otu1017,F-Otu1031,A-Otu0258,F-Otu1065,F-Otu1054,B-Otu0656,F-Otu1073,F-Otu1078,A-Otu0109,B-Otu0284,B-Otu0287,B-Otu0325,F-Otu0909,B-Otu0619,F-Otu1001,F-Otu1079,F-Otu1080,A-Otu0264,F-Otu1085,F-Otu1084,F-Otu0010,B-Otu0177,B-Otu0289,B-Otu0540,F-Otu1005,B-Otu0669,F-Otu1082,A-Otu0268,F-Otu1120,F-Otu1125,F-Otu1148,F-Otu1153,F-Otu1115,F-Otu1129,F-Otu1133,F-Otu1116,F-Otu1119,F-Otu1145,F-Otu1150,F-Otu0060,B-Otu0404,B-Otu0474,B-Otu0545,F-Otu0955,F-Otu1071,F-Otu1091,F-Otu1198,F-Otu1170,F-Otu1173,F-Otu1190,F-Otu1159,F-Otu1183,F-Otu1185,F-Otu1191,F-Otu1156,F-Otu1171,F-Otu0234,B-Otu0149,B-Otu0222,F-Otu0381,B-Otu0298,F-Otu0560,B-Otu0318,F-Otu1154,F-Otu1128,F-Otu1199,F-Otu1229,F-Otu1239,F-Otu1226,F-Otu1224,F-Otu1225,F-Otu1228,F-Otu1235,F-Otu1245,B-Otu0117,F-Otu0405,F-Otu0836,F-Otu1072,B-Otu0715,B-Otu0719,F-Otu1257,F-Otu1298,F-Otu1283,B-Otu0021,F-Otu0433,F-Otu0519,B-Otu0538,F-Otu0906,B-Otu0702,A-Otu0296,F-Otu1313,F-Otu1362,B-Otu0357,B-Otu0420,F-Otu0891,B-Otu0803,F-Otu1405,F-Otu1377,F-Otu0162,F-Otu0195,B-Otu0188,F-Otu0813,B-Otu0477,B-Otu0657,F-Otu1161,B-Otu0734,F-Otu1381,F-Otu0071,F-Otu0270,B-Otu0302,B-Otu0568,B-Otu0661,F-Otu1419,B-Otu0079,F-Otu0441,B-Otu0294,F-Otu0961,F-Otu1045,B-Otu0704,F-Otu1361,B-Otu0884,F-Otu0192,F-Otu0464,F-Otu0483,B-Otu0291,F-Otu0627,B-Otu0430,B-Otu0456,B-Otu0525,F-Otu0948,F-Otu1055,B-Otu0858,F-Otu0115,F-Otu0196,B-Otu0527,F-Otu0946,B-Otu0651,F-Otu1061,F-Otu1104,F-Otu1164,F-Otu0098,F-Otu0128,F-Otu0238,A-Otu0093,F-Otu0334,F-Otu0738,B-Otu0630,F-Otu1135,F-Otu1179,F-Otu1309,F-Otu0023,F-Otu0208,F-Otu0258,B-Otu0145,B-Otu0214,B-Otu0232,F-Otu0931,A-Otu0272,B-Otu0878,F-Otu0087,F-Otu0120,B-Otu0142,F-Otu0287,F-Otu0335,F-Otu0466,F-Otu0744,F-Otu0851,B-Otu0659,A-Otu0025,F-Otu0126,B-Otu0100,A-Otu0082,F-Otu0286,F-Otu0501,B-Otu0321,F-Otu0917,F-Otu0935,A-Otu0243,F-Otu1412,F-Otu0040,F-Otu0095,F-Otu0111,F-Otu0130,F-Otu0139,F-Otu0173,F-Otu0190,F-Otu0262,B-Otu0170,B-Otu0219,F-Otu0444,F-Otu0458,F-Otu0460,F-Otu0524,A-Otu0165,F-Otu0631,F-Otu0642,A-Otu0193,B-Otu0455,B-Otu0578,F-Otu1284,B-Otu0810,F-Otu0089,A-Otu0047,F-Otu0152,F-Otu0269,F-Otu0276,F-Otu0328,F-Otu0349,F-Otu0400,F-Otu0434,F-Otu0463,B-Otu0279,F-Otu0535,F-Otu0601,F-Otu0618,F-Otu0796,F-Otu1083,F-Otu1338,F-Otu1344,F-Otu0073,F-Otu0075,F-Otu0076,A-Otu0026,F-Otu0092,F-Otu0100,F-Otu0101,A-Otu0039,F-Otu0104,F-Otu0110,F-Otu0124,A-Otu0043,A-Otu0045,B-Otu0065,F-Otu0142,F-Otu0143,F-Otu0146,F-Otu0147,F-Otu0153,B-Otu0082,F-Otu0161,F-Otu0167,A-Otu0057,F-Otu0181,F-Otu0189,B-Otu0101,F-Otu0201,F-Otu0203,F-Otu0212,F-Otu0214,F-Otu0215,F-Otu0227,A-Otu0073,F-Otu0231,F-Otu0233,F-Otu0242,F-Otu0247,F-Otu0268,B-Otu0147,F-Otu0285,A-Otu0092,F-Otu0306,F-Otu0307,F-Otu0308,F-Otu0312,F-Otu0313,B-Otu0174,F-Otu0332,F-Otu0333,F-Otu0343,A-Otu0102,F-Otu0372,F-Otu0373,A-Otu0107,B-Otu0224,A-Otu0119,F-Otu0450,F-Otu0459,A-Otu0131,A-Otu0134,B-Otu0295,F-Otu0531,A-Otu0148,A-Otu0158,B-Otu0339,F-Otu0617,F-Otu0628,F-Otu0646,F-Otu0643,F-Otu0652,F-Otu0676,A-Otu0182,F-Otu0688,F-Otu0698,F-Otu0718,A-Otu0192,A-Otu0196,F-Otu0748,F-Otu0750,F-Otu0765,F-Otu0775,F-Otu0846,B-Otu0532,B-Otu0598,A-Otu0248,B-Otu0611,A-Otu0249,F-Otu1003,F-Otu1062,F-Otu1100,F-Otu1146,A-Otu0274,A-Otu0289
C_M5,27603,69061,21901,34345,670,7056,14992,18231,8546,3960,5278,23819,4194,639,3765,2949,41,58,584,1049,1776,6197,1763,133,338,1279,4233,1195,4352,1814,6147,1834,136,5,8775,2169,791,1257,806,987,152,318,1045,316,1,423,397,42,152,656,550,941,27,1693,3,0,977,237,410,10,121,186,54,14,181,0,164,18,102,2,52,217,1249,386,78,0,223,565,135,487,0,1,96,274,7,0,0,7,73,0,21,8,58,4,3,22,88,17,16,40,0,106,10,86,24,0,22,16,2,0,0,363,40,17,0,9,2,9,14,33,163,9,294,0,2,49,6,14,2,16,91,0,21,0,10,35,0,0,37,42,57,6,5,36,6,47,39,36,0,37,0,13,0,0,8,51,5,13,22,7,52,37,91,40,57,1,13,6,2,1,9,0,2,33,1,3,28,3,32,1,40,0,12,41,3,8,1,11,8,8,3,10,34,2,0,141,0,39,63,2,22,13,7,0,10,11,17,0,0,0,8,3,15,0,3,9,22,15,8,6,4,0,10,15,8,4,2,9,27,4,1,92,6,0,2,1,1,2,0,2,14,14,10,8,10,0,0,10,1,2,2,3,0,6,3,0,1,2,4,9,2,0,8,9,1,5,5,1,0,0,14,6,7,7,0,18,0,0,2,0,0,0,6,24,1,12,7,1,10,0,9,2,0,0,1,0,1,1,6,3,16,0,6,4,20,4,0,3,9,19,0,2,0,0,15,0,7,0,0,10,3,4,18,9,6,9,0,13,3,3,1,5,4,9,18,13,0,0,0,1,2,0,2,13,4,8,0,5,0,11,15,0,1,1,0,3,0,1,2,0,3,1,1,8,13,3,0,0,2,2,0,0,1,3,2,13,2,0,8,4,0,0,20,0,13,2,0,3,2,0,2,0,4,0,3,3,7,9,7,11,4,2,0,1,7,1,0,3,0,8,8,0,16,0,0,0,0,0,2,7,0,7,0,3,6,1,0,1,6,0,4,3,0,2,2,1,0,8,0,1,3,0,0,0,0,3,1,0,0,2,0,2,1,4,0,3,1,2,0,0,5,3,0,4,4,3,11,8,2,3,3,2,4,0,2,3,2,0,0,0,6,4,1,0,1,4,0,0,3,0,6,3,2,7,0,0,0,0,2,12,1,0,3,0,0,1,0,3,0,1,0,10,1,0,0,1,0,0,4,4,0,1,8,8,1,0,0,2,1,0,0,0,0,1,0,3,1,0,1,2,4,0,1,0,1,2,0,1,1,2,0,0,0,3,2,0,2,0,3,2,2,5,1,1,2,0,3,0,1,0,1,2,5,1,0,4,1,0,6,1,0,0,4,0,0,0,5,5,2,0,1,0,0,2,1,0,0,0,1,1,2,0,3,4,0,3,0,1,0,0,1,1,1,0,1,0,7,0,0,0,0,2,1,1,2,1,1,0,0,1,0,0,2,0,3,0,0,1,2,6,0,1,1,1,4,2,0,0,0,1,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,1,1,2,3,0,0,0,3,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C_P5,9904,16886,22958,10709,92619,1953,10360,3465,734,354,1291,15,1656,280,7090,204,90,3,3,300,2407,837,11220,29,7,13,479,624,284,1687,7,138,382,0,5,434,4014,6,760,98,390,82,174,114,17,1294,1495,178,1,21,6,37,0,1284,57,0,70,0,541,11,17,13,4,4,39,5,0,399,24,0,28,30,7,1,20,28,85,139,3,1,0,0,3,0,3,0,154,0,23,0,1,0,0,0,0,0,2,0,13,1,0,7,0,11,15,0,10,0,0,0,2,0,2,11,0,7,0,0,3,0,25,4,0,0,0,1,3,3,25,3,5,8,0,2,1,0,0,0,4,2,0,6,1,0,39,1,4,0,0,1,0,2,0,0,1,14,0,0,4,0,2,1,0,4,0,0,3,0,1,0,20,0,5,32,0,31,4,0,0,1,9,0,3,0,0,1,3,4,0,0,0,3,0,0,12,11,21,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,12,1,0,2,4,0,6,2,2,0,0,1,0,0,0,1,7,1,0,4,0,0,4,0,0,1,19,2,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,2,3,0,0,3,0,12,0,0,0,0,0,0,0,8,3,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,30,1,0,0,0,13,1,4,1,0,0,0,0,0,3,0,0,0,1,0,0,11,0,1,0,0,0,0,3,0,3,0,0,0,0,2,1,0,3,0,0,0,0,3,0,3,0,2,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,3,6,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,6,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,2,3,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,3,0,0,0,1,1,3,0,13,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C_A5,27726,14770,27767,11937,81404,5898,4343,3618,8226,4059,3627,10,1992,2454,4659,744,1148,1023,2,276,2838,1664,403,68,67,125,759,1475,344,744,59,725,1632,0,23,240,72,104,839,5702,3117,127,25,115,48,1794,519,509,1,204,65,29,0,204,1023,0,270,1,622,9,390,48,106,6,341,19,2,741,18,0,42,87,1,4,21,74,35,3,28,0,0,0,187,0,35,0,542,0,142,0,7,0,1,0,3,0,3,1,52,8,0,53,0,44,189,0,8,8,7,0,3,0,14,97,0,31,4,1,18,7,17,7,0,0,7,8,10,27,228,10,30,2,1,13,5,5,2,5,1,13,0,22,1,52,53,14,8,1,2,78,0,7,1,1,3,0,16,0,13,1,33,25,15,20,8,0,0,5,0,6,10,0,2,17,1,26,5,1,0,1,26,0,3,8,2,10,0,6,4,2,10,5,0,2,31,1,7,10,20,1,12,0,1,0,7,4,7,1,0,0,1,3,7,1,0,12,2,1,9,33,0,0,9,10,0,21,0,7,3,2,2,3,0,0,11,10,0,0,2,9,0,0,19,2,7,0,0,0,1,2,1,7,2,1,1,0,0,0,7,0,3,8,0,5,0,4,0,0,3,2,0,2,9,6,5,12,0,1,1,0,0,1,0,10,0,0,3,0,3,15,3,8,0,47,31,1,2,0,3,2,2,0,3,2,3,1,3,1,12,5,0,0,0,0,1,0,0,4,7,0,0,14,6,3,11,1,1,1,8,0,1,10,0,0,1,1,10,0,6,1,22,0,0,0,0,5,7,2,1,9,5,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,2,3,0,0,1,0,3,0,0,15,1,0,0,1,0,2,2,0,1,3,0,0,0,2,7,0,0,1,6,0,2,0,6,0,0,1,1,1,5,0,0,5,0,0,1,4,0,0,0,2,7,0,3,0,0,0,0,1,3,0,5,0,0,0,3,0,0,0,1,1,3,2,0,0,4,0,0,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,2,0,0,0,0,4,0,0,5,0,2,1,0,0,3,0,0,0,9,0,0,0,1,0,0,0,0,0,4,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,0,1,0,0,0,0,3,0,1,0,0,2,4,0,4,0,2,0,1,2,3,1,0,0,2,0,0,2,0,0,0,0,0,0,1,2,0,4,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,2,0,0,3,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C_M6,82773,2450,38351,22380,8068,7998,8543,5212,28165,20277,5259,50,6299,3210,6815,12466,5,3020,113,3272,2212,278,76,12325,426,508,686,2866,197,1954,102,2538,6557,62,6,717,4543,585,1316,556,3164,1819,256,1495,310,5348,1990,7184,104,737,278,565,0,1168,3942,0,446,2,544,25,175,169,76,5,176,2325,115,984,483,45,406,16,191,0,277,191,247,1,44,5,0,0,136,1,69,0,2,19,123,30,67,0,5,0,6,0,103,1,159,101,0,126,1006,47,45,0,123,0,195,247,710,21,76,63,0,305,0,2,42,0,138,12,0,0,0,37,6,432,1,327,46,6,1,9,20,92,2,87,14,80,160,13,0,72,60,0,1,20,65,77,3,116,118,0,74,0,39,0,67,0,15,27,52,81,11,4,72,25,0,293,7,1,146,7,0,1,30,1,2,16,8,0,23,1,8,44,90,0,1,0,3,0,0,0,185,18,1,1,21,22,0,80,4,58,0,6,0,0,99,0,7,7,5,2,95,69,3,3,8,4,4,2,2,12,0,1,0,30,2,0,4,0,0,1,41,5,0,0,18,0,6,6,5,0,5,0,79,0,55,3,6,0,0,5,8,0,0,0,12,2,3,5,34,13,0,5,4,6,0,7,5,2,5,4,2,9,0,3,1,0,0,13,2,3,4,1,0,0,4,30,6,1,0,12,29,0,1,0,5,12,0,1,0,0,1,8,42,0,7,4,1,0,3,0,4,0,2,3,0,0,2,7,2,7,2,5,38,5,7,0,1,8,3,5,7,3,3,0,1,11,0,33,0,6,13,1,0,1,3,2,0,0,0,0,11,14,0,0,0,0,4,4,18,0,0,0,6,1,3,0,0,5,1,4,0,0,9,15,0,1,0,4,5,0,3,4,0,0,0,0,1,0,0,0,1,2,0,0,0,3,14,0,14,7,0,1,0,4,0,4,0,0,0,4,3,0,4,18,0,0,31,0,12,1,2,0,0,0,0,26,0,1,0,0,0,0,4,0,9,0,4,2,1,0,0,0,1,0,1,2,12,2,8,4,17,2,0,0,0,0,3,0,10,0,0,1,0,0,0,1,7,1,0,0,0,0,6,0,0,0,0,2,3,0,3,1,0,0,1,0,0,0,0,0,1,1,3,3,2,1,2,1,1,9,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,6,0,0,6,1,0,0,2,0,2,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,1,1,2,0,5,8,0,0,0,0,1,4,1,2,0,0,0,0,1,1,0,0,0,1,1,2,1,0,1,2,1,0,0,1,0,0,0,0,0,2,0,1,0,1,2,0,0,6,5,0,10,0,3,3,0,1,0,0,0,7,0,0,0,1,0,6,0,1,0,2,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
