"","taxon_id","60010","60011","60012","60013","60014","60015","60016","60017","60018","60019","60020","60021","60022","60023","60024","60025","60026","60027"
"1","ab",0.269616255147345,0.0750910380704658,0.257660231888714,0.54220678677375,0.343452627400795,0.335470859437536,0.347753585211301,0.365563284312202,0.571560980838467,0.320439328774343,0.300782321802619,0.456427062222414,0.319004932253854,0.306278875309341,0.374591127700022,0.255657310269934,0.30229012341449,0.530527348126402
"2","ac",0.304040283711691,0.518434618113029,0.411591899534616,0.0901179364734824,0.269576762122451,0.238884193486359,0.272309304873982,0.218584231856781,0.0628219597853707,0.338352126697421,0.344017480107343,0.206722435427537,0.297472139517835,0.23226095255792,0.162124048101331,0.388438754901198,0.287437213477602,0.0308017549044123
"3","ad",0.426343461140964,0.406474343816505,0.33074786857667,0.367675276752768,0.386970610476754,0.425644947076106,0.379937109914717,0.415852483831017,0.365617059376163,0.341208544528236,0.355200198090037,0.33685050235005,0.383522928228311,0.46146017213274,0.463284824198647,0.355903934828868,0.410272663107907,0.438670896969185
"4","ae",0.117512403532552,0.0469425396074722,0.118941241614852,0.240081036104479,0.186975400945091,0.211856562160422,0.206185382819572,0.21960075817771,0.306512020882855,0.138780264039717,0.0238511112449557,0.157129921090078,0.0539847080838805,0.0984484404165646,0.0830784558637691,0.0236272416954508,0.0774955287087733,0.18749939110922
"5","af",0.128339938891876,0.024838023173327,0.125695856352424,0.28931915201505,0.142341923099296,0.114138527790075,0.093816999380628,0.116958233641251,0.202907962849703,0.124289962196384,0.187499581735563,0.276025182182743,0.236580989923283,0.187069773727375,0.244550506030981,0.124205405441979,0.165828370942432,0.328658134618445
"6","ag",0.00691249432544423,0.00122014660676283,0.00926117702754682,0.0118978366254251,0.0110009683589566,0.0074545104931067,0.0296226594883034,0.0151236033860536,0.0156022421326742,0.00415774713870218,0.00907801133663929,0.00570911129317408,0.0171214157562039,0.0163982195494818,0.0451710029413165,0.102580931083829,0.0532032261822368,0.0113399818794104
"7","ah",0.0168514183974733,0.00209032868290376,0.00376195689389168,0.000908762028796759,0.00313433499745079,0.00202125899393175,0.0181285435227977,0.013880689107188,0.0465387549732344,0.0532113553995406,0.0803536174854611,0.0175628476564184,0.011317818490486,0.00436244161591932,0.00179116286395587,0.00524373204867537,0.00576299758104858,0.00302984051932701
"8","ai",0.304040283711691,0.518434618113029,0.411591899534616,0.0901179364734824,0.269576762122451,0.238884193486359,0.272309304873982,0.218584231856781,0.0628219597853707,0.338352126697421,0.344017480107343,0.206722435427537,0.297472139517835,0.23226095255792,0.162124048101331,0.388438754901198,0.287437213477602,0.0308017549044123
"9","aj",0.272346481131498,0.189070702293686,0.197798621179395,0.207035670356704,0.291914031623935,0.343658747087732,0.289461146314736,0.34182362158587,0.277782331540552,0.199526316131929,0.198461456095619,0.207287309732224,0.193390008166835,0.292173788187201,0.287007292853297,0.123704713607654,0.243145733257498,0.345895426661947
"10","ak",0.126739794653522,0.196826672972334,0.107165048461613,0.129918240358874,0.0867793339195954,0.0716428989862402,0.07704630997189,0.0567523537689156,0.061920314756083,0.125519718392338,0.137348002703661,0.104100728730973,0.1668156417396,0.140438524624779,0.111901892625464,0.190344090313981,0.127101164248857,0.0739274591880807
"11","al",0.0259693429105883,0.0198202884842752,0.0247824194032437,0.0236654366543665,0.00769554520662316,0.00979326813431534,0.0131973891085807,0.0156074521588977,0.0251640930901204,0.0160128571335619,0.0182898672930595,0.0142167220042258,0.0222916010211759,0.0274584660084293,0.0433761771676184,0.0324942234371141,0.0289691703613352,0.0137041018130332
"12","am",0.00126208559644813,0.000567510049657129,0.000748164460920031,0.00688228058751176,0.00043456391340202,0.000545561055884234,0.000226309019009958,0.00162910550122738,0.000715641334434643,0.000143146223867681,0.00102725745681838,0.0112155577594757,0.000999954985949186,0.00134716251256366,0.0207503836897955,0.00781146922605898,0.010902412784124,0.00513091963615934
"13","an",2.57568489071047e-05,0.000189170016552376,0.000224026646490179,0.000173648795311483,0.000106074656027265,4.47181193347733e-06,5.95550050026204e-06,3.99508161063935e-05,2.8373444977585e-05,6.50664653944004e-06,7.02684253849706e-05,3.01841231512225e-05,1.60764467194403e-05,2.53384798601316e-05,0.000249077862472391,0.00146486192069447,0.000154182456092263,1.29896699649604e-05
"14","ao",0,0,2.95884250081368e-05,0,4.10611571718444e-05,0,0,0,6.30520999501888e-06,0,3.34611549452241e-06,0,9.64586803166417e-06,1.68923199067544e-05,0,8.45763233657317e-05,0,0
"15","ap",0.117512403532552,0.0469425396074722,0.118941241614852,0.240081036104479,0.186975400945091,0.211856562160422,0.206185382819572,0.21960075817771,0.306512020882855,0.138780264039717,0.0238511112449557,0.157129921090078,0.0539847080838805,0.0984484404165646,0.0830784558637691,0.0236272416954508,0.0774955287087733,0.18749939110922
"16","aq",0.124959352472818,0.0234192480491842,0.124529227023531,0.279557195571956,0.14019305587397,0.112796984210032,0.0875518128543523,0.114703232021023,0.198377669468282,0.119780856144552,0.179800169982667,0.264395670734337,0.226041271454018,0.184527479581408,0.241294179270129,0.0988426575910633,0.144102349740631,0.325683500196469
"17","ar",0.00400840961116817,0.00056278079924332,0.00355906483669303,0.00880399392229216,0.00853045540245067,0.00446286830961037,0.00208442517509171,0.00629447302654066,0.00520179824589058,0.00216020665109409,0.00414249098221874,0.00160838256220085,0.00195489592108394,0.00239026326680575,0.0036592468324988,0.00812271009604487,0.0139072575395221,0.00635519603035686
"18","as",0.0033773668129441,0.00141877512414282,0.00116662932889225,0.00946964763765285,0.00214544546222887,0.0013415435800432,0.00625923102577541,0.00225500162022754,0.00453029338142107,0.00448958611221363,0.00767598894443441,0.0116165753956276,0.0105268573118895,0.00249584026622296,0.00324167512188332,0.0252781715275499,0.0216506431121557,0.0028837067322212
"19","at",0.00169995202786891,0.000430361787656656,0.00485250170133444,2.89414658852471e-05,0.000828066669632195,0.00141309257097883,0.0259898041831436,0.00661851853495918,0.00704291956443609,0.00150954199715009,0.00407556867232829,0.00285886766418007,0.0114142771708026,0.0114149851769893,0.0196844769548034,0.0566153908610208,0.0322344121536891,0.00369880852252246
"20","au",0.0168514183974733,0.00209032868290376,0.00376195689389168,0.000908762028796759,0.00313433499745079,0.00202125899393175,0.0181285435227977,0.013880689107188,0.0465387549732344,0.0532113553995406,0.0803536174854611,0.0175628476564184,0.011317818490486,0.00436244161591932,0.00179116286395587,0.00524373204867537,0.00576299758104858,0.00302984051932701
"21","av",5.79529100409856e-05,1.41877512414282e-05,7.18576035911894e-05,7.23536647131177e-05,0.000218992838249837,0.000152041605738229,0.000250131021011006,0.000275216733177377,0.00034048133973102,3.90398792366402e-05,1.6730577472612e-05,0.00038808158337286,0.00158192235719292,0.000709477436083685,0.0139630119374229,7.10441116272146e-05,0.000640713761983403,4.22164273861212e-05
"22","aw",0.000772705467213141,7.09387562071412e-05,0.0003212457572312,0.00119817668764923,0.000975202482831304,0.00115372747883715,0.000535995045023584,0.00112306183054639,0.00128626283898385,0.000240745921959281,0.000421610552309824,0.000392393600965892,0.00124110168674079,0.00138517023235386,0.00739175185984242,0.0025778863361875,0.00515654658708568,0.00071767926556406
"23","ax",6.43921222677618e-05,6.14802553795223e-05,0.000219799728631873,0.000460169307575429,0.000215571075152183,5.36617432017279e-05,0.000452618038019915,0.000594823262028525,0.000608452764519322,2.60265861577602e-05,6.69223098904482e-06,0.000319089301884352,0.000697717787623708,0.000333623318158399,5.86065558758567e-05,0.0342703262277945,0.000681829083608007,5.84535148423216e-05
"24","ay",0.000128784244535524,1.89170016552376e-05,8.45383571661052e-05,0.000234425873670501,8.89658405389961e-05,7.15489909356372e-05,7.14660060031445e-05,3.99508161063935e-05,0.000100883359920302,3.25332326972002e-05,5.6883963406881e-05,0,4.82293401583208e-05,0,0,9.47254821696195e-05,8.56569200512571e-05,6.17009323335617e-05
"25","az",0.000177078336236345,6.14802553795223e-05,0.000126807535749158,0.00025179075320165,0.000143714050101455,0.000147569793804752,0.000238220020010482,0.000164242243992951,0.00102144401919306,0.000149652870407121,0.000321227087474151,0.000142296580570049,0.000183271492601619,0.000164700119090855,0.000413908800873238,0.000828847968984171,0.000493383859495241,0.000405927186405011
"26","ba",0,0,0,5.78829317704942e-06,0,0,0,0,0,0,3.34611549452241e-06,1.29360527790953e-05,0,4.2230799766886e-06,1.46516389689642e-05,2.36813705424049e-05,0,3.24741749124009e-06
"27","bb",3.21960611338809e-06,0,2.53615071498316e-05,0.00084798495043774,0,0,0,1.33169387021312e-05,0,0,3.68072704397465e-05,0,0,0,0,0,3.42627680205028e-06,0
"28","bc",0,0,0,0.000286520512263946,0,0,0,0,0,1.95199396183201e-05,0,0,3.21528934388806e-06,1.26692399300658e-05,0,6.08949528233268e-05,7.1951812843056e-05,8.76802722634825e-05
"29","bd",3.21960611338809e-06,0,0,0,3.4217630976537e-06,0,5.95550050026204e-06,0,0,0,2.00766929671345e-05,0,9.64586803166417e-06,2.95615598368202e-05,0,0,3.42627680205028e-06,0
"30","be",0.227284873968519,0.518358950106408,0.411520041931025,0.089779321322625,0.156932320947692,0.0997079906807439,0.270600076230406,0.218135894920476,0.0627652128954155,0.336243973218643,0.341758852148541,0.204005864343927,0.295243944002521,0.223793677204659,0.151366082188369,0.386046936476415,0.286912993126889,0.0306134046899203
"31","bf",0.076755409743172,7.56680066209506e-05,7.18576035911894e-05,0.000338615150857391,0.11264444117476,0.139176202805615,0.00170922864357521,0.000448336936305082,5.674688995517e-05,0.00210815347877857,0.00225862795880263,0.00271657108361002,0.00222819551531442,0.00846727535326064,0.0107579659129619,0.00239181842478289,0.000524220350713693,0.000188350214491925
